label,text,clean_text
not_spam,In English- Gd 9t. In Deshi- Subhratri.In Urdu- Sabbakhair.In Telgu- Pandankopo.Apun ka style chal ludhak le ,english gd deshi subhratriin urdu sabbakhairin telgu pandankopoapun ka style chal ludhak le
not_spam,In English- Gd 9t. In Deshi- Subhratri. In Urdu- Sabbakhair. In Telgu- Pandankopo. Apun ka style chal ludhak le ,english gd deshi subhratri urdu sabbakhair telgu pandankopo apun ka style chal ludhak le
not_spam,why didn't you call? :( ,didnt call
not_spam,Irony at its best...-  Two questions asked to indian women in a survey - Q- Do u believe in having sex with a total stranger ? A- Yuck !! Never. Q- Do u believe in arranged marriages ?  A- Yes. Ofcourse ! ;);) ,irony best two questions asked indian women survey q u believe sex total stranger yuck never q u believe arranged marriages yes ofcourse
not_spam,IN ENGLISH gd nit IN HINDI shubh ratri IN URDU shabba khair IN KANNAD yara nadi IN TELUGU pandanko po APUN KA STYLE chal ludak le. GUD.NGT  ,english gd nit hindi shubh ratri urdu shabba khair kannad yara nadi telugu pandanko po apun ka style chal ludak le gudngt
not_spam,In D Xam A Studnt Wasnt Prepard Lft D Page BlankN At D Bottom drew Flowrs NWrote.In D Memory Of My Memory which Recntly Passed Away.:-D  ,xam studnt wasnt prepard lft page blankn bottom drew flowrs nwrotein memory memory recntly passed awayd
not_spam,In d Life  We don't need many Relationships to be maintained.. We just need to see that the Relationship We have maintained  has Life in it.! Gud nite!  ,life dont need many relationships maintained need see relationship maintained life gud nite
not_spam,In d Book of Life d Page Yestrdy is over d Page 2day is being writen n d page future is blank.So write d Best U can coz on dis Book Eraser dosnt work gd nyt ,book life page yestrdy page writen n page future blankso write best u coz dis book eraser dosnt work gd nyt
not_spam,In college she came in my life I looked at her. She came n began 2 speak I didnt listen n when she began 2 leave I ran after her requestin Mam..mam ATTENDANCE. ,college came life looked came n began speak didnt listen n began leave ran requestin mammam attendance
not_spam,In cls. Bol?  ,cls bol
not_spam,In cls  ,cls
not_spam,Why dere ws no need? Bad mein mein hi fasta  ,dere ws need bad mein mein hi fasta
not_spam,in class.  ,class
not_spam,in class? ,class
not_spam,ironically  i feel d exact same way u used to feel abt me several months bck. i miss u n wana tok to u wen m nt on d fone wid u. bt i get so pisd off n disgusted by u d moment i tok to u  tht i wana disconnect immediately without evn saying bye. ps- don't bother calling  coz guess wot? m nt interested in toking to u! gn. ,ironically feel exact way u used feel abt several months bck miss u n wana tok u wen nt fone wid u bt get pisd n disgusted u moment tok u tht wana disconnect immediately without evn saying bye ps dont bother calling coz guess wot nt interested toking u gn
not_spam,in class :* also battery little low. ,class also battery little low
not_spam,in class :* ,class
not_spam,In class :-/ ,class
not_spam,in class ,class
not_spam,in case u stil haven't told ur mom tht m nt coming...then u cn tell her tht evn u didn kno n tht all d calls u misd of myn  wer to tell u tht i hv to go to colg tom(today) to see my pprs so i cnt meet u. n if u cn make ur mom stay away during d second half on saturday  den it is on. ,case u stil havent told ur mom tht nt comingthen u cn tell tht evn u kno n tht calls u misd myn wer tell u tht hv go colg tomtoday see pprs cnt meet u n u cn make ur mom stay away second half saturday den
not_spam,In case of fire read this message..............I SAID IN CASE OF FIRE YOU GOBAR! ,case fire read messagei said case fire gobar
not_spam,In car ryt nw. Text me or w8 till i reach der. ,car ryt nw text till reach der
not_spam,In between if u get ne break talk to me ,u get ne break talk
not_spam,Why are Earthquakes increasing? . . With 300 crore people making LOVE every night around the world how can u expect the Earth to be still!!  :-D:-D:-D  ,earthquakes increasing crore people making love every night around world u expect earth still
not_spam,In any relationship  the essence of trust is in it's bond.So  hold the hand of the person whom you love  rather than expecting them to hold urs. .! :-)  ,relationship essence trust bondso hold hand person love rather expecting hold urs
not_spam,Ironical Thought So TrUe :- Loneliness is a Special Enjoyment When Chosen by Ourself...:-) Bt Hard 2 Digest When Gifted by OthErs..  ,ironical thought true loneliness special enjoyment chosen ourself bt hard digest gifted others
not_spam,In an interviewInterviewer: How does an electric motor run?Santa: Dhhuuuurrrrrrrrrr. Inteviewer shouts: Stop it.Santa: Dhhuurrrr dhup dh*smsgupshup.com ,interviewinterviewer electric motor runsanta dhhur inteviewer shouts stop itsanta dhhuur dhup dhsmsgupshupcom
not_spam,In all it's festive glory comes Christmas & brings a chance to wish u moments 2 rejoice throughout d year. M RR  CHRI TMA   & HAPP  N W   AR        nitin  ,festive glory comes christmas brings chance wish u moments rejoice throughout year rr chri tma happ n w ar nitin
not_spam,IN ADVNCE..:-) may god bless u in 2011! ,advnce may god bless u
not_spam,In a party  a beautiful girl aproached a guy n asked-r u goin 2 dance? Guy felt so happy and said yes D girl said thats gud so can i have ur chair:-D:-D ,party beautiful girl aproached guy n askedr u goin dance guy felt happy said yes girl said thats gud ur chairdd
not_spam,In a park 2 lovers eating chips by lookng into each other's eyes...  Girl: Dear wt r u thinkng rite now? Boy: tu mujse zyada chips kha rhi hai bhukki.  ,park lovers eating chips lookng others eyes girl dear wt r u thinkng rite boy tu mujse zyada chips kha rhi hai bhukki
not_spam,In a lift man's elbow acidntly touchd lady's brest Man-If ur heart is as soft as ur breast u'll 4gve me Ldy-If ur penis is as hard as ur elbow m in Room82. :D  ,lift mans elbow acidntly touchd ladys brest manif ur heart soft ur breast ull ldyif ur penis hard ur elbow
not_spam,In a Kiss: 0.7gm protein 0.45 gm fat 0.19 gm chemical 50 variety of bacteria will die.. This is true.. So catch ur lover n start kissing and b healthy... Gn  ,kiss protein gm fat gm chemical variety bacteria die true catch ur lover n start kissing b healthy gn
not_spam,In a crowded bus  a boy touches a girl's hips... Girl: dekhiyen  aap ye achchha nahi kar rahe hai. Boy: itni bhid mein isse achchha kaise karu?  ,crowded bus boy touches girls hips girl dekhiyen aap ye achchha nahi kar rahe hai boy itni bhid mein isse achchha kaise karu
not_spam,In a class lady teacher to students Always use condom to prevent aids. A girl:mam agar apko koi kahe ki kulfi ko lifafe me dalkar chuso to kya apko swad aayega  ,class lady teacher students always use condom prevent aids girlmam agar apko koi kahe ki kulfi ko lifafe dalkar chuso kya apko swad aayega
not_spam,In a Botany class  Teacher-Its b'coz of the growth harmones  a ripen fruit falls off the tree! Sardar-Poor Newton! He thought they fall coz of gravity!;-) Gn  ,botany class teacherits bcoz growth harmones ripen fruit falls tree sardarpoor newton thought fall coz gravity gn
not_spam,irl: What Do You Prefer- Legs or Breasts??? Sardar: I Love Pussy! Girl Slaps him & says : You are not in a whore house. This is Kentucky Fried Chicken.(KFC ,irl prefer legs breasts sardar love pussy girl slaps says whore house kentucky fried chickenkfc
not_spam,In a battle  a soldier prepared to bring his wounded friend back from the field. His Captian said   Its of No use! ur friend must be dead. But soldier still goes &  brings back his friend. Seeing the dead body  Captain says I told you its of no worth. He's dead. The soldier replies.... No sir  it was really of worth. When I got to him  my friend saw me  smiled & said his last words.  I KNEW U'll COME. .  ,battle soldier prepared bring wounded friend back field captian said use ur friend must dead soldier still goes brings back friend seeing dead body captain says told worth hes dead soldier replies sir really worth got friend saw smiled said last words knew ull come
not_spam,In a battle  a soldier prepared to bring his wounded friend back from the field. His Captian said   Its of No use! ur friend must be dead. But soldier still goes & brings back his friend. Seeing the dead body  Captain says I told u its of no worth. He's dead. The soldier replies No sir  it was really of worth. When I got to him  my friend saw me  smiled & said his last words.  I KNEW U'll COME. . Dedicated to allGreat friends.. ,battle soldier prepared bring wounded friend back field captian said use ur friend must dead soldier still goes brings back friend seeing dead body captain says told u worth hes dead soldier replies sir really worth got friend saw smiled said last words knew ull come dedicated allgreat friends
not_spam,In a bathroom   a boy touches a girl everywhere ! U know whose that boy ? Stupid it's lifeboy soap ! Dirty ppl alwz think drty..  ,bathroom boy touches girl everywhere u know whose boy stupid lifeboy soap dirty ppl alwz think drty
not_spam,Why are condoms transparent?? so that sperms can atleast enjoy the scene even if their entry is restricted...  ,condoms transparent sperms atleast enjoy scene even entry restricted
not_spam,In a Bar  a man attended a phn-call:  Hello! Yes Honey. Wife: Darling  I'am in a shopping mall. Shall I buy Jewellery worth Rs. 1 LAKH? Man: Sure Honey. Wife: 1 Silk-Saree worth Rs. 20000 dear  shall I? Man: One saree not enough honey  tak 1 more. Wife: Ok dear  I hv ur credit-card. Shall I use now? Man: Sure  with pleasure. All frnz asked him aftr he put down his mobile: U luv ur wife dis much? Man: EXCUSE ME  WHO's MOBILE IS THIS?  ,bar man attended phncall hello yes honey wife darling iam shopping mall shall buy jewellery worth rs lakh man sure honey wife silksaree worth rs dear shall man one saree enough honey tak wife ok dear hv ur creditcard shall use man sure pleasure frnz asked aftr put mobile u luv ur wife dis much man excuse whos mobile
not_spam,In a bar  a man attended a call: Hello. . Yes Honey. Wife: Darling  I'm in shopping mall. Shall I buy jewellery worth Rs. 1 lakh ? Man: Sure Honey. Wife: 1 silk saree worth Rs.20000  shall I ? Man: 1 saree nt enough honey  take 1 more. Wife: Ok dear  I hv ur credit-card. Shall I use nw? Man: Sure  with pleasure. All frnds asked him after he put down his mobile: U luv ur wife dis much? Man: EXCUSE ME  WHO'S MOBILE IS DIS?  ,bar man attended call hello yes honey wife darling im shopping mall shall buy jewellery worth rs lakh man sure honey wife silk saree worth shall man saree nt enough honey take wife ok dear hv ur creditcard shall use nw man sure pleasure frnds asked put mobile u luv ur wife dis much man excuse whos mobile dis
not_spam,In 3 words i cn sum up  Evrythng i learnd abt lyf: it goes on..'' Evrythng i learnd abt luv: it doesn't last.. Evrthng i learnd abt ppl: dey change fast.. ,words cn sum evrythng learnd abt lyf goes evrythng learnd abt luv doesnt last evrthng learnd abt ppl dey change fast
not_spam,In 2 mins  gng to get rdy 4 colg. ,mins gng get rdy colg
not_spam,In 1980 IDBI rejected Ambani's loan..bt nw Ambani is plannin 2 buy IDBI. Dis shows nthng is imposble.. Today ICICI rejected my loan... Anywaz.. Gud nyt  ,idbi rejected ambanis loanbt nw ambani plannin buy idbi dis shows nthng imposble today icici rejected loan anywaz gud nyt
not_spam,In 1935 american govt. had killed a person on 1st satday of Aug  the next day his frend died commiting suicide.In his memory americon govt. had declared 1st Sunday of every Aug as Friendship day.On dis 73rd friendship day.I wish u 2 send dis story 2 all friends '!HAPPY FRIENDSHIP DAY IN ADVANCE ,american govt killed person satday aug next day frend died commiting suicidein memory americon govt declared sunday every aug friendship dayon dis friendship dayi wish u send dis story friends happy friendship day advance
not_spam,irl: kon ho tum boy: hasrat tumharÃ¬ girl: takte ho kya ? boy: surat tumhari. girl: karte ho kya? boy: pooja tumhari girl: kafir ho kya? boy: aise he sahi girl: chahte ho kya ? boy: mohhabat tumhari girl: pachtao ge? boy: kismat hmari. girl: married hoon mein? boy: pehle bhonk Deti Manhoos narii ,irl kon ho tum boy hasrat tumhar girl takte ho kya boy surat tumhari girl karte ho kya boy pooja tumhari girl kafir ho kya boy aise sahi girl chahte ho kya boy mohhabat tumhari girl pachtao ge boy kismat hmari girl married hoon mein boy pehle bhonk deti manhoos narii
not_spam,Yr dis week toh i hav my summr prjc evaluatn..so m reely bzy..may b nex week den.. u'r free til wen?  ,yr dis week toh hav summr prjc evaluatnso reely bzymay b nex week den ur free til wen
not_spam,in ;->:):-PB-) ,pb
not_spam,Imprtance of THUMB - child use it 4 chewing  Illiterate ppl use it 4 sign  winners 4 victory & my FANS use it 4 reading my msgs Oh..U too? Crazy fans!  ,imprtance thumb child use chewing illiterate ppl use sign winners victory fans use reading msgs ohu crazy fans
not_spam,Impossible may be spelled asI m possible..........buh.....nevr spell Rajnikant asRajni cnt.it hurts. MIND IT ;) ,impossible may spelled asi possiblebuhnevr spell rajnikant asrajni cntit hurts mind
not_spam,Important News..My heart4 Sale..100%Discount..PlzInformToAllUrFemale friends...!!Last date istomorowFebruary14th.. so hurry up..! ,important newsmy friendslast date hurry
not_spam,IMPORTANT MSG:-DrIviNg krTe TiMe DriNk Na kaRe Qki SPEED BREAKER AA JAANE SE PEG GIR SAKTA HE..!! ,important msgdriving krte time drink na kare qki speed breaker aa jaane se peg gir sakta
not_spam,Important Health tips:> Answer the phone by left ear.> Dont take medicine with cold water.> Dont have huge meals after 5 pm.> Drink more water in the morning  less at night.> Best sleeping time is from 10 pm to 4 am> Dont lie down immediately after taking medicine.> When battery is down to last bar  dont answer the phone  as the radiation is 1000 times stronger.! Convey this to those whom u care for.Kindness costs nothing... ,important health tips answer phone left ear dont take medicine cold water dont huge meals pm drink water morning less night best sleeping time pm dont lie immediately taking medicine battery last bar dont answer phone radiation times stronger convey u care forkindness costs nothing
not_spam,Important Health Tips: >Answer the phone by left ear. >Dont take medicine wd cold water. >Dont have huge meals after 5pm. >Drink more water in the morning  less at night.  >Best sleeping time is from 10 pm to 4 am.  >Dont lie down immeditely after taking medicine. >When battery is down to last bar dont answer the phone as the radiation is 1000 times stronger. >Donot put the phone to ur ear immediately after dialing the no. as the radiations are maximum and can damage the ear. Let the caller pick the call then put the phone to ur ear. Forward this to people you care about. Kindness costs nothing.  ,important health tips answer phone left ear dont take medicine wd cold water dont huge meals drink water morning less night best sleeping time pm dont lie immeditely taking medicine battery last bar dont answer phone radiation times stronger donot put phone ur ear immediately dialing radiations maximum damage ear let caller pick call put phone ur ear forward people care kindness costs nothing
not_spam,IMPORTANCE OF PERCENTAGE...  (%).. BOY- Tere 12th me kitne percentage the? GIRL- 97% B- Baap re Itne me to kisi gareeb k 2 bache pass ho jate...  ,importance percentage boy tere kitne percentage girl b baap itne kisi gareeb k bache pass ho jate
not_spam,Why a person with a broken heart does not need General Knowledge ?????????? cz 'Jab Dil hi toot gaya  toh  'G.K'  kya karenge!!  ,person broken heart need general knowledge cz jab dil hi toot gaya toh gk kya karenge
not_spam,ZINDGI mein kuch lamhe khas ban gaye Mile to MULAQAT or Bichde to YAAD ban gaye kuch lamhe dhire dhire fisalte chale gaye par jo dil se na gaye vo aap ban gye. ,zindgi mein kuch lamhe khas ban gaye mile mulaqat bichde yaad ban gaye kuch lamhe dhire dhire fisalte chale gaye par jo dil se na gaye vo aap ban gye
not_spam,IRL: I'm sure ki duniya mein sab se badi tumhari Lulli hai! GUY: (excited) Achcha! Woh kaise? GIRL: Kyonki is ke baad Lund ki category shuru hoti hai. ,irl im sure ki duniya mein sab se badi tumhari lulli hai guy excited achcha woh kaise girl kyonki ke baad lund ki category shuru hoti hai
not_spam,Importance of percentage.. Boy: Teri 12 me kitni %age thi? Girl: 97%..  Boy: Baap re! Itne me to kisi gareeb k 2no bacche pass ho jate..!!  ,importance percentage boy teri kitni age thi girl boy baap itne kisi gareeb k bacche pass ho jate
not_spam,Immediately. ,immediately
not_spam,Imitinef Mercilet' is a medicine which cures blood cancer. Its available free of cost at Adyar Cancer Institue in Chennai  Banglore  Trivandrum  Kovai Rama Krishna hospital. Create Awareness. It might help someone. Forward to as many as U can. IF NOT  4WARD ATLEAST 2 ONE WHO CAN FORWARD MANY.  ,imitinef mercilet medicine cures blood cancer available free cost adyar cancer institue chennai banglore trivandrum kovai rama krishna hospital create awareness might help someone forward many u atleast one forward many
not_spam,ime: 63 mins approx ,ime mins approx
not_spam,Imagine.. Urself in a boat which is sinking. Sharks all round u.Wat u can do 2save ur self? very simple yaar.. stop imagining..  ,imagine urself boat sinking sharks round uwat u ur self simple yaar stop imagining
not_spam,IMAGINE u n me joined NASA AFTER 1 MONTH  they will change their name frm NASA to SATYANASA ;-) ,imagine u n joined nasa month change name frm nasa satyanasa
not_spam,Imagine the world widout GIRLS...galiya sunsancollege viranduniya pareshantanha insanna jaanuna jaanhar taraf bas  DOSTANA& JAI HANUMAN.!! ,imagine world widout girlsgaliya sunsancollege viranduniya pareshantanha insanna jaanuna jaanhar taraf bas dostana jai hanuman
